4,2,11,8,3,697
4,2,11,5,10,145
4,2,11,5,10,152
4,2,11,1,2,206
4,2,11,8,3,158
4,2,11,3,8,126
4,2,11,9,6,177
4,2,11,3,8,134
4,2,11,4,5,138
4,2,11,4,5,138
4,2,11,7,7,154
4,2,11,4,5,143
4,2,11,6,9,209
4,2,11,2,4,135
4,2,11,5,10,158
4,2,11,7,7,147
4,2,11,3,8,105
4,2,11,3,8,194
4,2,11,3,8,126
4,2,11,4,5,118
4,2,11,3,8,161
4,2,11,3,8,148
4,2,11,6,9,108
4,2,11,1,2,138
4,2,11,8,3,114
4,2,11,9,6,164
4,2,11,3,8,166
4,2,11,1,2,162
4,2,11,6,9,216
4,2,11,1,2,203
4,2,11,1,2,153
4,2,11,8,3,158
4,2,11,8,3,878
4,2,11,7,7,190
4,2,11,8,3,155
4,2,11,6,9,182
4,2,11,1,2,176
4,2,11,2,4,206
4,2,11,1,2,156
4,2,11,3,8,190
4,2,11,5,10,244
4,2,11,6,9,311
4,2,11,7,7,174
4,2,11,6,9,261
4,2,11,7,7,248
4,2,11,3,8,273
4,2,11,5,10,189
4,2,11,5,10,235
4,2,11,7,7,234
4,2,11,6,9,247
4,2,11,6,9,246
4,2,11,2,4,239
4,2,11,2,4,170
4,2,11,7,7,160
4,2,11,5,10,167
4,2,11,8,3,146
4,2,11,7,7,218
4,2,11,7,7,167
4,2,11,7,7,733
4,2,11,8,3,218
4,2,11,4,5,142
4,2,11,4,5,143
4,2,11,3,8,150
4,2,11,6,9,208
4,2,11,8,3,220
4,2,11,2,4,176
4,2,11,5,10,136
4,2,11,6,9,131
4,2,11,3,8,113
4,2,11,4,5,116
4,2,11,8,3,206
4,2,11,9,6,135
4,2,11,1,2,139
4,2,11,2,4,137
4,2,11,1,2,144
4,2,11,3,8,123
4,2,11,5,10,112
4,2,11,1,2,155
4,2,11,6,9,370
4,2,11,4,5,154
4,2,11,7,7,131
4,2,11,4,5,124
4,2,11,7,7,110
4,2,11,9,6,132
4,2,11,9,6,221
4,2,11,2,4,155
4,2,11,8,3,147
4,2,11,5,10,150
4,2,11,9,6,149
4,2,11,6,9,115
4,2,11,5,10,105
4,2,11,4,5,92
4,2,11,5,10,154
4,2,11,1,2,152
4,2,11,3,8,139
4,2,11,4,5,136
4,2,11,6,9,125
4,2,11,4,5,110
4,2,11,1,2,111
4,2,11,4,5,160
4,2,11,2,4,157
4,2,11,4,5,133
4,2,11,4,5,119
4,2,11,3,8,136
4,2,11,8,3,96
4,2,11,7,7,105
4,2,11,9,6,151
4,2,11,5,10,172
4,2,11,5,10,150
4,2,11,7,7,140
4,2,11,8,3,132
4,2,11,6,9,110
4,2,11,1,2,160
4,2,11,9,6,174
4,2,11,4,5,179
4,2,11,6,9,149
4,2,11,6,9,161
4,2,11,3,8,139
4,2,11,4,5,162
