,0,1,2,3,4,5,6,7
0,True,False,True,False,False,True,True,True
1,True,True,False,True,False,True,True,True
2,True,True,True,False,False,False,False,False
3,True,True,True,True,True,True,True,False
4,True,True,True,True,False,False,False,True
5,False,True,True,False,False,True,True,False
6,True,False,False,False,False,False,True,True
7,True,True,True,True,False,True,True,True
8,True,True,True,False,False,True,True,True
9,True,False,True,False,False,True,True,True
10,True,False,False,False,False,True,False,False
11,True,True,True,False,False,True,True,True
12,False,True,True,True,True,True,False,True
13,True,True,True,True,False,False,False,True
14,True,True,True,True,True,True,True,True
15,False,True,True,True,True,True,True,True
16,True,False,True,True,False,False,False,True
17,True,True,True,False,False,True,False,True
18,True,True,True,True,True,True,True,True
19,True,True,False,False,False,False,True,True
20,True,False,True,True,True,True,True,True
21,True,True,False,True,False,False,False,False
22,False,True,True,True,True,True,True,True
23,True,True,True,True,False,False,False,False
24,False,False,True,True,True,True,True,True
25,False,True,True,True,True,True,True,True
26,False,False,False,False,False,True,True,False
27,False,True,True,True,False,True,True,True
28,True,False,False,False,False,True,True,True
29,False,True,False,False,False,True,False,True
30,True,False,False,False,False,False,False,False
31,False,True,False,False,False,True,True,True
32,True,True,True,True,False,True,False,False
33,False,False,False,False,False,False,False,True
34,False,True,True,True,True,True,False,True
35,False,True,True,False,False,True,False,True
36,False,False,False,False,False,True,True,True
37,False,True,True,True,False,False,True,True
38,False,True,True,True,False,True,True,True
39,True,False,False,False,False,False,False,True
40,True,True,False,False,False,True,True,True
41,True,False,True,True,True,True,True,True
42,True,True,True,False,False,False,False,False
43,True,False,False,False,False,True,True,False
44,True,True,True,True,True,True,True,False
45,False,True,True,False,False,False,True,True
46,False,True,True,True,False,True,True,True
47,True,True,True,False,False,True,False,False
48,True,False,False,False,False,False,False,True
49,True,True,False,False,False,True,False,True
50,True,True,True,True,True,True,True,False
51,False,True,True,True,True,True,True,True
52,False,True,True,False,False,True,False,True
53,True,True,False,False,False,True,False,True
54,True,False,False,False,False,True,True,True
55,True,True,False,True,True,True,True,True
56,False,True,False,False,False,True,False,True
57,True,True,True,True,True,True,False,True
58,True,False,False,False,False,True,True,True
59,True,False,True,True,False,False,False,True
60,False,False,False,False,False,True,True,True
61,True,True,True,False,False,True,False,False
62,True,False,False,False,False,False,True,True
63,True,True,True,True,True,True,True,True
64,True,False,True,False,False,True,True,True
65,True,True,True,True,False,False,True,False
66,True,True,True,True,False,True,False,False
67,True,True,False,False,False,False,True,True
68,True,False,False,True,False,True,False,False
69,True,True,True,True,True,True,True,True
70,False,True,False,True,True,True,False,False
71,True,True,True,False,False,False,True,True
72,False,True,True,True,False,True,True,True
73,True,True,True,True,False,True,True,True
74,True,True,True,False,False,True,True,True
75,False,True,True,True,False,True,True,True
76,True,False,True,True,False,False,True,False
77,True,True,True,True,False,False,False,False
78,True,False,False,False,False,True,True,True
79,True,True,True,True,True,True,True,True
80,True,True,True,True,True,True,False,True
81,True,True,True,True,True,True,True,True
82,True,True,True,True,False,False,False,True
83,False,True,False,False,False,True,True,True
84,True,True,False,False,False,True,True,True
85,True,True,False,False,False,True,True,True
86,False,True,True,True,True,True,True,False
87,True,True,True,True,True,True,True,True
88,True,True,True,True,False,False,False,False
89,True,True,True,True,False,True,True,True
90,True,True,True,True,False,True,False,True
91,False,True,True,False,False,True,True,True
92,True,False,True,True,True,True,True,True
93,True,True,False,True,True,True,True,True
94,False,True,True,False,False,True,True,True
95,True,True,False,False,False,False,False,True
96,True,True,True,False,False,True,True,True
97,True,False,True,False,False,True,False,True
98,False,False,False,False,False,True,True,True
99,True,False,True,True,False,False,False,True
100,True,False,True,True,True,True,True,True
101,True,False,True,True,False,False,False,False
102,True,False,False,False,False,True,True,True
103,False,True,True,False,False,True,True,True
104,True,True,True,True,False,True,False,False
105,True,True,True,True,False,False,True,False
106,False,False,False,False,False,False,False,False
107,True,True,True,True,False,True,True,True
108,True,False,True,True,False,True,True,True
109,True,True,True,False,False,True,True,False
110,False,True,False,False,False,True,False,True
111,True,True,True,True,False,False,False,True
112,True,False,False,False,False,False,False,True
113,True,True,True,True,False,True,True,False
114,False,True,True,True,False,True,False,False
115,True,True,False,True,True,True,False,True
116,True,True,False,False,False,False,False,False
117,True,True,False,False,False,True,True,False
118,True,False,False,False,False,True,False,True
119,True,True,True,True,False,False,True,True
120,True,False,False,False,False,False,True,True
121,False,True,True,False,False,True,False,False
122,False,True,True,True,False,False,False,True
123,False,True,False,False,False,True,True,True
124,True,False,False,False,False,False,False,True
125,True,True,True,True,True,True,True,False
126,True,True,False,False,False,False,False,False
127,True,True,True,True,True,True,True,False
128,True,True,True,False,False,False,True,False
129,False,True,True,True,False,False,True,False
130,True,True,False,False,False,True,False,True
131,True,False,True,True,False,False,False,True
132,True,True,True,True,True,False,False,False
133,True,False,False,False,False,True,True,True
134,True,True,False,True,True,True,True,True
135,True,True,True,True,False,True,True,True
136,True,True,True,True,False,True,True,False
137,True,False,False,False,False,True,True,True
138,False,True,False,True,True,False,False,True
139,True,True,True,True,False,True,True,True
140,True,True,True,True,False,True,True,False
141,False,True,False,False,True,True,True,True
142,True,False,False,False,False,True,True,False
143,True,True,False,False,False,True,False,True
144,True,True,True,True,False,True,False,True
145,True,True,True,False,False,True,True,True
146,False,True,True,False,False,True,True,True
147,True,True,True,True,False,False,False,True
148,False,True,True,False,False,True,True,True
149,False,True,True,True,True,True,True,True
